,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
0,1,Folarin Balogun,44,FWD,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
1,2,Cédric Alves Soares,39,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
2,3,Mohamed Elneny,44,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
3,4,Fábio Ferreira Vieira,54,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
4,5,Gabriel dos Santos Magalhães,49,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
5,6,Kai Havertz,71,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
6,8,Gabriel Fernando de Jesus,79,FWD,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
7,9,Jorge Luiz Frello Filho,53,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
8,10,Jakub Kiwior,43,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
9,11,Marcus Oliveira Alencar,45,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
10,12,Gabriel Martinelli Silva,77,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
11,13,Eddie Nketiah,54,FWD,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
12,14,Martin Ødegaard,84,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
13,15,Thomas Partey,48,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
14,16,Nicolas Pépé,49,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
15,17,Aaron Ramsdale,46,GKP,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
16,18,Rúnar Alex Rúnarsson,40,GKP,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
17,19,Bukayo Saka,90,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
18,20,William Saliba,55,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
19,22,Emile Smith Rowe,53,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
20,24,Kieran Tierney,44,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
21,25,Takehiro Tomiyasu,45,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
22,26,Leandro Trossard,65,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
23,29,Benjamin White,56,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
24,30,Granit Xhaka,60,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
25,31,Oleksandr Zinchenko,52,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
26,113,David Raya Martin,49,GKP,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
27,540,Declan Rice,54,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
28,578,Reiss Nelson,49,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
29,585,Jurriën Timber,46,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
30,646,Karl Hein,40,GKP,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
31,735,Charles Sagoe,45,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
32,736,Reuell Walters,40,DEF,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
33,737,Bradley Ibrahim,45,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
34,764,Myles Lewis-Skelly,45,MID,Liverpool,Arsenal,2023-12-23T17:30:00Z,False,Arsenal
35,32,Alexandre Moreno Lopera,50,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
36,34,Leon Bailey,56,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
37,35,Emiliano Buendía Stati,57,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
38,36,Matty Cash,47,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
39,37,Calum Chambers,39,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
40,38,Philippe Coutinho Correia,58,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
41,39,Keinan Davis,49,FWD,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
42,40,Leander Dendoncker,49,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
43,41,Diego Carlos Santos Silva,44,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
44,42,Lucas Digne,47,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
45,43,Douglas Luiz Soares de Paulo,55,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
46,44,Jhon Durán,50,FWD,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
47,45,Kortney Hause,40,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
48,46,Tim Iroegbunam,44,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
49,47,Boubacar Kamara,50,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
50,48,Ezri Konsa Ngoyo,45,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
51,49,Emiliano Martínez Romero,51,GKP,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
52,50,John McGinn,55,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
53,51,Tyrone Mings,41,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
54,53,Robin Olsen,39,GKP,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
55,54,Jaden Philogene-Bidace,45,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
56,55,Jacob Ramsey,59,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
57,56,Morgan Sanson,45,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
58,57,Viljami Sinisalo,40,GKP,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
59,58,Youri Tielemans,56,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
60,59,Bertrand Traoré,50,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
61,60,Ollie Watkins,86,FWD,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
62,61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
63,584,Pau Torres,47,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
64,599,Moussa Diaby,67,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
65,618,Omari Kellyman,45,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
66,670,Filip Marschall,40,GKP,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
67,672,Nicolò Zaniolo,54,MID,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
68,686,Oliwier Zych,40,GKP,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
69,699,Clément Lenglet,45,DEF,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
70,765,Sam Proctor,40,GKP,Aston Villa,Sheffield Utd,2023-12-22T20:00:00Z,True,Aston Villa
71,62,Jaidon Anthony,49,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
72,63,Philip Billing,52,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
73,64,David Brooks,48,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
74,65,Ryan Christie,50,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
75,66,Lewis Cook,50,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
76,67,Siriki Dembélé,45,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
77,68,Ryan Fredericks,43,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
78,69,James Hill,40,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
79,70,Lloyd Kelly,45,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
80,71,Gavin Kilkenny,43,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
81,72,Justin Kluivert,46,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
82,73,Jamal Lowe,49,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
83,74,Emiliano Marcondes,43,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
84,75,Chris Mepham,43,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
85,76,Kieffer Moore,47,FWD,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
86,77,Norberto Murara Neto,46,GKP,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
87,78,Dango Ouattara,47,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
88,79,Ben Pearson,45,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
89,80,Darren Randolph,40,GKP,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
90,81,Joe Rothwell,48,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
91,82,Antoine Semenyo,46,FWD,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
92,83,Marcos Senesi,44,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
93,84,Adam Smith,44,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
94,85,Dominic Solanke,68,FWD,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
95,86,Marcus Tavernier,54,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
96,87,Hamed Traorè,47,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
97,88,Mark Travers,40,GKP,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
98,89,Illia Zabarnyi,44,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
99,595,Milos Kerkez,44,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
100,607,Ionuț Radu,44,GKP,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
101,619,Ben Greenwood,40,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
102,643,Max Aarons,44,DEF,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
103,644,Alex Scott,49,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
104,673,Tyler Adams,49,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
105,705,Luis Sinisterra,55,MID,Nott'm Forest,Bournemouth,2023-12-23T15:00:00Z,False,Bournemouth
106,90,Kristoffer Ajer,45,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
107,91,Ellery Balcombe,39,GKP,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
108,92,Shandon Baptiste,43,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
109,93,Mads Bech Sørensen,40,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
110,94,Mads Bidstrup,45,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
111,95,Sergi Canós Tenés,50,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
112,96,Nathan Collins,45,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
113,97,Matthew Cox,40,GKP,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
114,98,Mikkel Damsgaard,48,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
115,99,Josh Dasilva,47,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
116,100,Halil Dervişoğlu,45,FWD,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
117,101,Mark Flekken,45,GKP,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
118,102,Charlie Goode,39,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
119,103,Rico Henry,43,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
120,104,Aaron Hickey,44,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
121,105,Vitaly Janelt,53,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
122,106,Mathias Jensen,54,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
123,107,Keane Lewis-Potter,47,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
124,108,Bryan Mbeumo,69,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
125,109,Ben Mee,48,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
126,110,Christian Nørgaard,54,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
127,111,Frank Onyeka,49,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
128,112,Ethan Pinnock,46,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
129,114,Mads Roerslev Rasmussen,44,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
130,115,Kevin Schade,53,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
131,116,Thomas Strakosha,39,GKP,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
132,117,Ivan Toney,79,FWD,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
133,118,Ryan Trevitt,45,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
134,119,Yoane Wissa,58,FWD,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
135,120,Yegor Yarmoliuk,44,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
136,121,Mathias Jorgensen,43,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
137,258,Neal Maupay,49,FWD,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
138,620,Michael Olakigbe,45,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
139,684,Ethan Brierley,45,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
140,701,Saman Ghoddos,45,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
141,725,Ji-Soo Kim,40,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
142,733,Valintino Adedokun,40,DEF,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
143,744,Myles Peart-Harris,45,MID,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
144,752,Vincent Angelini,40,GKP,Brentford,Wolves,2023-12-27T19:30:00Z,True,Brentford
145,122,Simon Adingra,50,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
146,123,Steven Alzate,44,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
147,124,Yasin Ayari,45,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
148,125,Facundo Buonanotte,47,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
149,127,Aaron Connolly,45,FWD,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
150,128,Mahmoud Dahoud,48,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
151,129,Lewis Dunk,50,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
152,130,Julio Enciso,51,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
153,131,Pervis Estupiñán,50,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
154,132,Evan Ferguson,60,FWD,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
155,133,Billy Gilmour,49,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
156,134,Pascal Groß,64,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
157,135,João Pedro Junqueira de Jesus,54,FWD,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
158,136,Michał Karbownik,40,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
159,137,Kacper Kozłowski,45,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
160,138,Adam Lallana,49,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
161,139,Tariq Lamptey,40,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
162,140,Solly March,61,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
163,141,Tom McGill,39,GKP,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
164,142,James Milner,48,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
165,143,Kaoru Mitoma,65,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
166,144,Jakub Moder,44,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
167,146,Jeremy Sarmiento Morante,45,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
168,147,Kjell Scherpen,40,GKP,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
169,148,Jason Steele,43,GKP,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
170,149,Deniz Undav,55,FWD,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
171,150,Jan Paul van Hecke,40,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
172,151,Joël Veltman,44,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
173,152,Bart Verbruggen,44,GKP,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
174,153,Adam Webster,42,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
175,154,Danny Welbeck,57,FWD,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
176,155,Andi Zeqiri,44,FWD,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
177,606,Igor Julio dos Santos de Paulo,43,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
178,621,Jack Hinshelwood,45,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
179,690,Carlos Baleba,45,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
180,700,Anssumane Fati Vieira,64,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
181,741,Mark O’Mahony,45,FWD,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
182,742,Benicio Baker-Boaitey,45,MID,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
183,746,Ben Jackson,40,DEF,Crystal Palace,Brighton,2023-12-21T20:00:00Z,False,Brighton
